id,area,district,floor,distance_to_center,rent_price
685,130.3,suburb,4,12.45,1942.05
686,20.6,green_zone,18,2.46,3492.15
687,36.8,riverside,10,6.72,2151.81
688,76.1,business,3,1.6,3684.83
689,52.3,residential,6,1.0,999.18
690,37.6,business,16,3.12,4752.94
691,42.5,residential,19,7.15,1835.82
692,62.8,residential,11,9.29,1314.65
693,48.6,residential,7,7.57,2761.18
694,122.5,riverside,29,4.12,6757.02
695,56.5,university,20,2.87,2550.45
696,48.2,business,9,5.35,3552.36
697,59.2,old_town,5,3.38,2749.49
698,45.1,industrial,7,8.46,1424.96
699,128.9,green_zone,12,5.05,1958.36
700,41.2,business,9,2.31,2700.54
701,92.9,riverside,18,5.23,3180.56
702,77.2,residential,12,10.6,2600.63
703,37.9,residential,3,8.29,1262.79
704,114.8,suburb,6,11.62,2203.93
705,41.8,industrial,12,4.68,1686.66
706,61.2,riverside,30,5.22,2872.93
707,83.0,business,4,2.51,3346.28
708,62.3,central,11,0.84,5341.61
709,53.1,riverside,2,4.85,1293.62
710,119.6,old_town,3,1.1,4401.25
711,81.2,residential,1,8.29,1505.14
712,41.9,university,10,8.23,1841.98
713,60.7,business,31,3.28,2994.12
714,41.1,university,4,5.3,4193.44
715,75.3,industrial,16,7.63,709.75
716,76.0,riverside,12,3.68,3273.99
717,24.9,suburb,17,13.88,1208.84
718,116.0,residential,4,9.33,2131.41
719,52.6,central,2,1.26,5421.62
720,57.3,green_zone,12,6.29,2759.17
721,39.1,industrial,7,11.63,698.38
722,112.9,suburb,3,9.14,1048.56
723,75.8,residential,4,7.13,2190.01
724,79.0,residential,16,6.79,1608.07
725,62.6,riverside,30,7.7,3442.08
726,77.1,suburb,18,14.76,1885.08
727,96.3,central,9,1.92,1525.4
728,34.4,central,5,2.35,2521.72
729,82.0,green_zone,6,6.1,3884.94
730,46.2,suburb,2,10.73,1675.6
731,49.2,university,6,6.44,2086.0
732,184.1,luxury_hills,17,8.66,31433.09
733,50.4,old_town,7,3.14,4019.19
734,29.7,university,13,6.31,2285.96
735,62.4,suburb,4,8.95,2342.12
736,53.9,old_town,8,1.88,1113.4
737,21.8,business,7,3.64,3113.61
738,59.2,business,11,3.57,3214.66
739,70.7,old_town,7,2.64,3642.93
740,137.6,luxury_hills,10,15.17,12098.78
741,127.5,luxury_hills,17,6.79,11846.72
742,58.1,residential,11,8.94,1417.18
743,79.2,residential,8,4.15,3775.85
744,30.7,central,33,1.57,4647.12
745,44.8,green_zone,17,9.22,1860.69
746,54.6,university,6,3.09,1431.54
747,52.5,luxury_hills,12,3.98,6847.99
748,46.3,residential,3,5.41,1549.93
749,36.2,university,15,6.31,3150.41
750,71.2,university,12,6.25,1877.54
751,57.9,business,12,3.31,2819.55
752,80.5,residential,17,5.02,2222.56
753,70.5,industrial,9,6.46,2218.28
754,104.0,old_town,4,0.86,3697.68
755,18.0,university,9,2.34,3310.7
756,51.7,university,4,3.31,2931.85
757,60.8,university,7,2.58,3222.87
758,60.6,riverside,10,6.93,2829.57
759,87.3,residential,5,10.45,2381.4
760,79.5,central,19,2.44,4734.89
761,48.0,green_zone,3,9.05,2063.98
762,86.3,luxury_hills,12,9.05,10606.96
763,139.5,suburb,6,12.93,1514.09
764,31.5,university,14,2.91,2550.78
765,174.9,luxury_hills,11,12.55,15824.54
766,18.0,old_town,7,3.67,2732.19
767,113.0,suburb,2,10.88,2318.44
768,63.5,central,4,2.02,5906.15
769,141.6,suburb,7,9.57,2094.7
770,64.5,industrial,15,10.05,1806.21
771,70.1,old_town,1,2.99,3306.67
772,40.2,residential,11,8.0,1182.64
773,43.9,business,10,4.13,2148.95
774,49.0,university,7,2.63,2451.13
775,75.6,suburb,8,13.57,1111.84
776,55.8,residential,12,6.13,1242.44
777,55.7,residential,5,6.38,2486.74
778,80.8,industrial,10,9.05,1772.01
779,37.9,green_zone,8,8.6,2239.24
780,79.1,central,7,0.2,3332.11
781,55.7,industrial,15,6.58,1802.48
782,80.8,riverside,3,7.72,2271.84
783,35.8,university,4,1.12,5343.47
784,56.3,central,10,0.59,3091.49
785,69.5,green_zone,9,6.64,1900.76
786,54.3,industrial,9,11.84,965.7
787,45.5,industrial,5,7.24,1891.62
788,51.9,university,19,7.32,2445.86
789,69.7,residential,7,6.97,2915.71
790,77.7,business,10,2.56,5306.29
791,75.1,riverside,10,5.79,3745.34
792,74.7,suburb,4,13.23,2107.13
793,91.8,suburb,1,14.29,2347.03
794,62.5,business,7,2.17,3204.64
795,48.4,riverside,18,5.08,2608.74
796,73.6,residential,2,7.17,1955.84
797,107.1,business,5,3.57,4821.83
798,74.4,residential,10,3.88,2378.03
799,54.2,university,13,6.68,2017.33
800,51.7,green_zone,11,7.85,3031.18
801,79.7,suburb,10,10.02,1973.03
802,81.3,business,6,2.92,4205.42
803,69.6,residential,5,5.85,899.42
804,57.7,green_zone,9,8.07,2701.48
805,83.7,old_town,5,2.34,2569.84
806,71.4,business,3,4.2,2439.8
807,51.1,central,12,0.2,5120.56
808,114.5,luxury_hills,2,5.95,12192.6
809,56.4,suburb,13,9.57,1457.85
810,83.7,suburb,12,8.59,3066.98
811,128.0,suburb,9,16.37,941.72
812,37.8,university,8,5.53,2291.96
813,78.2,old_town,7,3.59,2808.86
814,119.9,suburb,13,8.17,2082.53
815,110.4,riverside,5,4.81,3074.53
816,29.4,residential,3,7.55,1577.2
817,94.3,suburb,4,10.46,3648.44
818,94.9,suburb,14,13.44,1558.76
819,63.1,green_zone,9,7.23,4540.48
820,75.2,business,7,1.7,2162.78
821,46.1,business,2,3.55,2229.53
822,74.7,residential,4,5.35,2844.35
823,51.8,business,10,3.53,2614.73
824,46.4,university,10,4.4,2017.2
825,94.0,central,11,1.19,5898.97
826,87.5,residential,3,3.12,1541.34
827,87.1,industrial,7,13.17,1911.66
828,43.3,riverside,12,3.9,2785.17
829,130.7,green_zone,4,7.7,1698.39
830,127.9,suburb,13,15.02,1613.34
831,42.4,residential,6,7.96,1021.58
832,83.4,business,5,3.09,4618.72
833,81.9,residential,11,8.65,2718.59
834,69.0,central,3,0.82,5493.21
835,38.9,university,5,3.78,2256.56
836,115.3,suburb,12,10.65,1478.23
837,47.7,old_town,3,3.26,4662.33
838,74.4,university,1,4.3,1952.87
839,58.9,business,12,3.51,6307.99
840,50.7,residential,7,8.77,1964.7
841,18.0,residential,1,5.46,1485.74
842,50.0,old_town,2,2.66,2656.17
843,92.1,residential,17,7.73,1448.5
844,68.1,old_town,4,2.66,3393.61
845,64.2,university,4,3.86,2022.3
846,90.8,green_zone,3,8.31,3755.38
847,42.5,university,11,4.86,1936.23
848,181.9,luxury_hills,11,11.62,32729.85
849,48.4,residential,4,8.08,1281.72
850,30.5,university,10,2.95,3382.34
851,70.9,old_town,1,2.58,2124.42
852,84.1,riverside,29,5.08,2805.04
853,132.9,suburb,10,4.17,3196.69
854,58.9,university,10,3.28,3319.26
855,51.8,university,3,6.0,2392.31
856,64.5,residential,3,3.43,3101.54
857,88.7,suburb,10,16.71,1656.16
858,82.4,residential,9,7.32,3470.14
859,128.6,suburb,1,15.59,401.21
860,61.6,central,11,3.11,2023.72
861,54.6,residential,6,7.6,1594.8
862,83.3,residential,1,7.34,1851.12
863,46.2,university,5,7.87,1989.12
864,90.3,suburb,16,13.93,1924.54
865,27.9,central,8,2.25,3976.8
866,57.8,residential,4,10.19,1531.02
867,41.9,suburb,11,12.49,1472.11
868,74.9,riverside,7,4.7,3969.57
869,79.0,residential,8,7.83,2582.19
870,58.0,university,3,3.22,1065.39
871,49.1,central,20,2.19,3560.48
872,33.9,business,10,4.03,3654.89
873,68.8,residential,5,4.96,1757.07
874,19.7,residential,3,4.58,1200.17
875,130.6,green_zone,7,9.68,2477.98
876,114.0,residential,10,8.89,1741.11
877,53.1,residential,7,5.87,826.12
878,120.3,luxury_hills,8,11.18,10546.64
879,63.1,business,7,2.46,3238.98
880,47.0,riverside,2,3.3,3117.24
881,51.7,business,40,2.26,4212.78
882,101.0,suburb,12,9.31,2093.45
883,43.0,residential,11,5.58,1745.75
884,56.7,green_zone,10,9.21,2577.08
885,98.0,riverside,3,6.51,2915.18
886,72.9,old_town,6,2.59,4278.62
887,61.9,suburb,6,10.44,2338.52
888,70.2,old_town,3,2.39,2687.3
889,44.0,residential,8,7.63,2535.43
890,72.1,riverside,11,3.36,2710.07
891,39.0,business,3,3.49,3210.81
892,61.8,green_zone,20,5.1,1922.66
893,71.3,residential,17,4.72,1721.75
894,29.3,university,4,5.49,3812.33
895,75.9,residential,16,9.42,903.72
896,93.7,residential,11,4.85,4203.57
897,51.7,residential,18,9.11,1852.01
898,87.5,old_town,1,1.8,2466.03
899,162.0,luxury_hills,5,9.69,13025.47
900,25.1,business,8,3.44,3886.83
901,78.0,central,32,1.16,5716.32
902,44.8,residential,1,6.67,887.21
903,61.4,riverside,4,7.01,2693.53
904,90.1,residential,6,11.03,3530.58
905,84.5,residential,10,8.01,1429.33
906,88.5,green_zone,16,7.86,2657.75
907,77.8,residential,4,9.18,2114.27
908,45.2,university,7,4.23,3114.38
909,46.6,university,12,4.77,1730.25
910,48.0,central,29,2.22,3098.94
911,49.5,residential,4,5.16,2045.36
912,36.6,industrial,8,15.14,891.56
913,69.1,residential,2,4.51,3244.46
914,79.2,old_town,3,2.5,2618.87
915,65.0,business,3,1.89,2410.18
916,46.3,business,6,3.12,3584.44
917,52.5,university,14,3.89,727.11
918,49.1,green_zone,19,9.45,2395.02
919,51.8,university,14,3.61,3661.23
920,56.6,old_town,5,0.76,3303.13
921,96.7,old_town,4,1.5,2480.8
922,47.7,central,20,2.74,4099.52
923,18.0,business,1,3.74,2931.05
924,97.2,industrial,14,7.74,2861.81
925,51.7,residential,2,7.7,2208.32
926,72.6,suburb,11,10.9,1936.23
927,63.3,business,12,4.22,3094.91
928,55.2,residential,18,6.38,2126.5
929,76.3,university,1,5.49,2310.79
930,83.5,green_zone,19,11.09,2246.75
931,65.4,residential,10,6.25,2394.46
932,30.5,residential,6,9.71,904.73
933,85.4,industrial,9,9.5,1193.1
934,23.7,university,14,6.0,1881.33
935,117.5,green_zone,20,9.31,2276.4
936,64.4,residential,5,6.41,1707.26
937,101.9,suburb,15,13.17,1693.58
938,92.2,suburb,10,11.33,2950.76
939,78.7,central,6,1.03,4996.67
940,25.2,residential,8,5.35,1959.58
941,74.0,green_zone,1,6.05,3937.59
942,80.1,central,8,0.2,7480.57
943,28.3,riverside,14,5.77,2233.34
944,51.4,university,17,8.63,1948.08
945,73.2,riverside,11,3.65,5215.02
946,32.2,business,4,5.1,3033.76
947,42.6,riverside,6,5.52,2772.47
948,51.2,business,9,3.8,3264.15
949,26.0,university,7,3.67,3136.38
950,64.5,residential,3,6.01,2383.42
951,82.4,suburb,9,11.23,1421.72
952,51.2,central,7,2.03,3507.02
953,39.4,residential,15,6.3,1962.3
954,70.4,residential,11,4.76,3086.55
955,41.4,residential,20,10.19,2235.99
956,133.0,suburb,16,16.52,1848.88
957,73.0,suburb,2,9.49,2427.72
958,81.8,suburb,12,11.14,1955.47
959,71.4,university,2,2.29,1689.11
960,23.6,central,3,2.33,4623.46
961,46.9,university,14,5.82,1965.97
962,46.0,central,5,0.63,2787.57
963,71.4,suburb,11,13.36,1779.94
964,67.3,suburb,7,9.27,2270.73
965,39.0,university,7,4.27,4013.65
966,41.6,residential,7,6.74,1487.95
967,37.3,old_town,8,0.2,2224.82
968,80.2,riverside,7,4.55,3377.68
969,66.5,business,6,4.48,3364.92
970,79.3,business,12,1.28,3329.16
971,74.8,central,4,1.35,6930.09
972,70.8,central,33,1.75,4860.91
973,88.9,residential,21,5.17,2164.37
974,96.1,business,19,3.8,3658.55
975,75.2,industrial,7,9.79,573.03
976,65.1,residential,12,2.92,3614.97
977,51.2,university,2,4.8,1505.44
978,123.6,suburb,12,10.47,948.44
979,147.8,luxury_hills,7,10.28,13817.28
980,48.0,old_town,5,2.09,3468.73
981,93.1,business,2,0.58,2979.42
982,28.4,university,5,6.59,2068.8
983,25.4,riverside,8,5.24,3824.17
984,109.7,suburb,14,13.48,2191.09
985,86.9,riverside,8,5.92,1859.4
986,72.8,old_town,8,1.6,1698.73
987,65.8,central,1,1.45,4244.21
988,43.1,university,11,5.64,2231.43
989,18.0,residential,1,4.35,1921.91
990,80.9,riverside,9,3.32,2288.87
991,46.7,residential,11,5.72,1581.75
992,62.5,green_zone,7,6.9,2530.39
993,95.6,old_town,8,0.81,1503.2
994,67.0,business,37,2.88,4638.56
995,64.7,suburb,4,17.92,2485.49
996,81.8,riverside,5,5.85,2410.33
997,105.9,riverside,25,5.3,3635.05
998,50.3,old_town,3,3.72,2933.04
999,54.9,business,11,1.66,3157.76
1000,62.0,residential,8,5.79,2111.48
1001,59.3,central,9,1.66,7569.05
1002,54.7,old_town,1,1.59,5411.69
1003,58.3,university,5,3.84,3201.8
1004,51.0,suburb,16,4.91,2084.06
1005,37.1,university,9,3.43,1491.85
1006,114.8,luxury_hills,6,15.61,14178.18
1007,66.5,industrial,8,9.32,2541.97
1008,51.1,central,12,2.67,5328.45
1009,120.3,luxury_hills,10,9.15,15235.14
1010,51.2,business,10,1.13,3877.03
1011,91.4,luxury_hills,16,6.48,11839.28
1012,89.0,green_zone,16,10.23,2346.0
1013,46.1,central,10,0.83,5467.03
1014,43.3,industrial,14,10.77,1559.36
1015,69.8,central,17,2.13,3680.58
1016,53.2,suburb,17,13.81,3699.96
1017,68.1,industrial,14,7.23,1063.97
1018,116.4,residential,6,8.92,3137.98
1019,68.6,central,27,1.3,6832.5
1020,82.5,business,10,1.24,3452.81
1021,18.0,central,7,0.2,5357.3
1022,40.7,central,6,2.81,2408.84
1023,103.3,old_town,1,4.08,2682.55
1024,110.0,suburb,1,15.6,1491.15
1025,56.5,residential,15,8.46,2680.96
1026,69.9,suburb,3,13.39,1886.2
1027,81.4,residential,12,7.02,1238.12
1028,76.6,business,9,1.5,4950.69
1029,101.9,suburb,12,10.65,2098.6
1030,18.0,residential,17,7.1,1535.5
1031,82.7,riverside,25,5.62,2251.0
1032,85.4,green_zone,1,4.55,2639.45
1033,87.0,suburb,10,7.53,1346.02
1034,43.9,residential,6,9.32,2182.56
1035,104.5,old_town,6,3.48,1904.11
1036,55.9,central,3,2.02,4394.65
1037,106.4,central,33,2.02,2438.76
1038,48.9,suburb,16,7.3,1002.48
1039,38.9,residential,12,5.76,919.02
1040,82.1,central,4,1.87,6426.7
1041,46.6,residential,17,6.26,2020.85
1042,41.6,university,2,5.43,2479.77
1043,75.1,residential,15,5.42,1865.38
1044,65.7,business,7,3.22,3186.9
1045,66.5,business,9,3.36,4425.41
1046,87.3,green_zone,8,8.94,2808.0
1047,59.8,business,12,2.71,3672.62
1048,36.5,residential,1,5.18,1715.65
1049,46.1,residential,21,4.11,1043.85
1050,103.0,residential,1,4.47,577.25
1051,71.8,business,39,4.32,3534.14
1052,67.8,industrial,15,6.6,2138.86
1053,32.8,central,3,2.15,2913.09
1054,37.1,old_town,8,1.75,2781.07
1055,92.0,suburb,8,11.57,3078.8
1056,61.4,suburb,15,12.0,1889.37
1057,95.3,riverside,5,4.43,2738.05
1058,68.4,old_town,6,2.04,3387.84
1059,50.4,business,37,2.42,4188.27
1060,46.6,university,14,3.99,2209.96
1061,43.2,central,5,0.71,4190.47
1062,41.4,suburb,18,14.91,1999.27
1063,18.0,green_zone,12,7.64,1899.97
1064,112.7,residential,7,9.09,5689.57
1065,137.2,suburb,12,13.79,2523.47
1066,84.5,central,2,0.39,4096.96
1067,91.7,green_zone,8,6.48,3637.24
1068,30.9,central,11,1.89,4081.14
1069,66.9,suburb,16,13.65,2302.39
1070,97.7,residential,3,6.03,1746.65
1071,57.2,central,7,1.17,6264.13
1072,21.6,riverside,8,6.44,2456.42
1073,66.1,central,4,0.47,4782.57
1074,92.7,business,1,2.76,5157.35
1075,18.0,green_zone,12,5.73,2174.11
1076,76.5,residential,9,12.32,2179.37
1077,70.6,riverside,5,5.81,1927.71
1078,84.8,suburb,12,15.32,1530.96
1079,39.9,central,5,1.28,4751.5
1080,86.5,luxury_hills,9,16.18,7620.46
1081,65.6,central,5,1.19,2191.87
1082,81.8,business,35,4.65,4432.34
1083,76.3,riverside,6,5.26,3155.15
1084,158.2,luxury_hills,8,6.27,25765.79
1085,163.5,luxury_hills,4,11.27,14154.08
1086,64.0,green_zone,4,6.28,3174.27
1087,98.6,green_zone,8,8.53,2280.41
1088,98.3,riverside,15,5.41,2625.68
1089,97.6,riverside,10,5.76,3267.58
1090,28.2,university,11,2.74,5023.97
1091,90.6,residential,10,9.5,1827.4
1092,92.3,green_zone,12,8.64,1962.74
1093,18.0,business,7,2.33,5986.66
1094,27.4,old_town,1,2.16,2387.42
1095,48.6,university,4,3.18,2942.18
1096,51.3,residential,1,6.05,3236.75
1097,34.6,university,12,5.56,3716.13
1098,101.1,suburb,12,13.23,2613.67
1099,40.7,university,15,1.69,3036.51
1100,74.8,industrial,4,12.04,1319.73
1101,61.9,suburb,1,14.05,1280.85
1102,62.4,suburb,6,16.45,2710.57
1103,34.1,residential,6,4.58,2333.95
1104,66.0,residential,8,7.16,1798.58
1105,37.4,central,8,0.9,5871.67
1106,73.8,suburb,16,7.78,2410.7
1107,69.9,residential,18,4.66,2107.85
1108,86.7,central,17,1.35,1109.54
1109,122.4,suburb,2,11.8,1248.0
1110,62.8,industrial,1,12.7,1493.64
1111,76.0,business,12,1.75,2647.05
1112,118.3,suburb,8,14.77,5956.6
1113,48.1,university,4,2.81,2176.33
1114,30.9,residential,17,5.99,1467.04
1115,90.8,suburb,9,8.75,2578.29
1116,42.7,industrial,15,13.22,1231.47
1117,61.9,industrial,14,12.52,800.88
1118,57.2,university,11,5.25,2614.06
1119,49.9,suburb,17,13.41,1551.58
1120,26.7,suburb,6,12.5,1905.61
1121,110.9,green_zone,14,9.12,1950.48
1122,80.1,business,21,5.0,1992.85
1123,94.1,riverside,9,5.9,3096.68
1124,26.1,residential,4,6.38,2051.81
1125,77.6,suburb,3,12.37,2356.74
1126,59.2,central,8,0.95,4330.35
1127,69.4,suburb,12,10.59,2731.27
1128,60.9,central,10,3.16,4404.9
1129,83.8,business,6,1.76,3406.16
1130,49.7,central,7,1.71,4328.92
1131,82.1,central,28,0.2,8176.88
1132,161.4,luxury_hills,10,6.49,16986.91
1133,65.0,green_zone,3,3.86,3937.66
1134,110.9,luxury_hills,12,7.31,8916.87
1135,63.2,riverside,5,8.04,1971.7
1136,94.5,residential,5,5.63,1712.24
1137,63.4,residential,22,8.76,2044.92
1138,77.4,residential,3,4.0,1937.54
1139,46.0,suburb,7,16.27,1707.12
1140,64.6,old_town,7,2.04,3654.85
1141,25.6,central,24,1.16,4711.41
1142,91.3,residential,9,3.91,4820.97
1143,53.4,university,5,2.87,2287.83
1144,49.0,university,14,3.19,2721.9
1145,45.3,business,5,3.56,1908.76
1146,65.1,central,2,1.43,3619.26
1147,78.9,old_town,3,3.91,3741.31
1148,99.5,green_zone,1,6.84,3491.96
1149,67.9,industrial,10,10.53,1727.31
1150,65.3,university,10,4.54,2403.93
1151,32.9,suburb,13,8.46,1356.82
1152,106.4,suburb,1,9.17,731.66
1153,52.0,business,6,3.08,3926.97
1154,80.8,residential,2,10.03,3091.06
1155,133.2,luxury_hills,23,8.64,14431.74
1156,40.1,industrial,14,11.11,1045.54
1157,48.2,residential,9,9.05,1671.06
1158,78.4,business,3,3.13,4021.22
1159,94.9,residential,1,7.07,2143.73
1160,68.9,green_zone,13,6.72,2741.75
1161,50.7,business,39,2.78,2778.64
1162,63.6,university,3,2.58,2292.33
1163,66.3,business,40,0.96,4207.77
1164,132.1,luxury_hills,5,8.44,12383.25
1165,70.3,business,8,2.12,3691.36
1166,77.9,riverside,6,4.15,1763.89
1167,60.6,industrial,4,10.7,874.21
1168,102.9,residential,7,9.77,2854.28
1169,67.5,old_town,4,3.79,1886.71
1170,52.3,suburb,4,15.38,2030.35
1171,28.7,central,6,0.49,6035.92
1172,50.4,industrial,8,7.59,2239.57
1173,114.3,green_zone,10,6.61,1769.15
1174,74.7,suburb,14,12.37,1579.0
1175,40.4,university,1,2.01,2335.26
1176,88.4,suburb,3,7.77,3013.26
1177,50.3,residential,18,3.58,1264.53
1178,69.1,suburb,3,13.89,1514.96
1179,56.8,industrial,4,12.89,1325.44
1180,22.1,university,9,4.87,2815.9
1181,79.7,industrial,11,9.66,2223.84
1182,74.1,suburb,14,13.01,1588.93
1183,49.6,central,14,1.03,3731.64
1184,58.2,industrial,5,12.93,2132.15
1185,72.5,university,6,9.0,1876.49
1186,51.2,industrial,10,9.87,512.75
1187,79.2,suburb,15,14.65,1709.61
1188,26.3,central,2,1.66,9014.5
1189,63.2,business,4,3.3,4141.65
1190,54.6,central,1,0.64,3635.04
1191,68.6,green_zone,17,8.72,2791.91
1192,36.6,industrial,3,10.17,873.94
1193,47.8,central,11,0.2,3815.08
1194,50.9,central,31,1.43,4679.21
1195,145.1,suburb,12,17.71,350.0
1196,92.0,old_town,1,4.07,2237.52
1197,65.1,suburb,4,10.4,1499.63
1198,52.9,residential,13,7.2,1860.77
1199,33.2,residential,12,7.13,1963.86
1200,110.4,business,1,2.82,4124.44
1201,53.9,central,8,1.59,3017.08
1202,25.8,old_town,3,3.89,2562.33
1203,66.3,residential,17,5.13,1819.14
1204,103.6,suburb,10,14.71,2768.64
1205,109.9,suburb,6,12.09,3512.8
1206,35.4,university,12,5.52,1493.26
1207,149.6,green_zone,12,5.16,2619.88
1208,200.5,luxury_hills,23,10.63,23030.77
1209,90.0,suburb,5,11.64,952.8
1210,18.4,central,2,1.63,2886.66
1211,174.6,luxury_hills,12,10.93,27242.57
1212,62.0,residential,8,6.58,1392.26
1213,90.4,suburb,8,16.02,4469.63
1214,61.0,riverside,9,4.68,1987.11
1215,69.2,industrial,14,13.51,1738.6
1216,69.6,business,10,3.1,3858.5
1217,27.1,residential,21,6.35,2436.1
1218,68.2,green_zone,7,9.61,2070.78
1219,69.1,residential,3,7.31,2769.28
1220,156.2,luxury_hills,11,12.77,11992.14
1221,116.6,luxury_hills,11,9.92,11531.92
1222,98.7,green_zone,2,10.25,2371.89
1223,42.3,central,23,1.52,4608.59
1224,82.4,suburb,12,12.14,2125.14
1225,71.0,suburb,11,12.72,1486.66
1226,29.6,riverside,2,4.26,1918.94
1227,74.7,green_zone,1,8.29,2767.97
1228,26.1,university,12,6.3,4631.07
1229,64.6,suburb,13,13.26,2679.03
1230,30.1,industrial,12,10.91,350.0
1231,75.3,riverside,7,2.57,3562.18
1232,48.8,central,8,1.73,2242.4
1233,190.0,luxury_hills,7,5.92,18504.79
1234,40.4,industrial,12,12.12,1916.65
1235,93.7,old_town,4,3.45,3888.61
1236,89.3,residential,16,6.99,1632.54
1237,56.8,central,3,0.48,2364.76
1238,18.0,university,1,7.19,3103.89
1239,56.9,residential,6,7.86,1150.21
1240,125.2,luxury_hills,10,10.58,11203.58
1241,71.0,suburb,7,10.49,1714.05
1242,43.1,university,2,1.19,2829.22
1243,45.5,industrial,2,14.77,1212.02
1244,87.7,suburb,5,5.38,2050.46
1245,44.2,central,3,3.07,2087.89
1246,41.7,old_town,6,3.18,1336.32
1247,90.9,riverside,7,4.85,2895.32
1248,79.1,residential,1,8.07,2539.19
1249,53.3,university,7,2.72,1407.51
1250,183.9,luxury_hills,5,10.7,28536.47
1251,63.9,suburb,6,16.22,1365.26
1252,67.0,green_zone,1,6.72,1604.74
1253,45.0,business,35,2.68,3841.51
1254,65.2,riverside,6,5.67,2664.81
1255,111.0,residential,6,8.82,3459.63
1256,78.5,riverside,12,10.34,2290.04
1257,28.1,university,10,4.87,1990.64
1258,90.3,suburb,1,13.59,2985.37
1259,38.0,residential,15,5.54,3066.94
1260,31.5,suburb,4,18.99,1979.55
1261,78.5,suburb,11,15.88,707.94
1262,65.6,central,2,0.92,2502.83
1263,40.7,central,10,1.28,4388.45
1264,52.6,university,12,2.64,2482.16
1265,44.1,industrial,7,9.56,3204.43
1266,23.9,university,20,3.69,2864.82
1267,69.0,central,8,0.94,6738.64
1268,82.3,residential,1,7.36,1924.6
1269,66.9,business,1,2.01,6367.02
1270,65.2,university,16,3.19,1326.43
1271,18.4,university,14,6.5,3702.3
1272,123.4,old_town,4,2.06,4939.61
1273,122.4,green_zone,20,6.61,2501.72
1274,79.1,residential,14,5.25,3819.66
1275,54.8,central,10,2.02,3013.43
1276,81.8,business,23,2.27,3277.95
1277,57.5,university,7,5.39,2168.69
1278,52.0,industrial,2,11.25,1641.5
1279,69.6,suburb,12,12.69,2179.65
1280,39.8,university,5,2.65,3841.69
1281,52.7,riverside,18,5.28,1702.7
1282,32.1,suburb,2,14.01,2007.12
1283,64.2,old_town,1,2.9,5358.59
1284,46.8,green_zone,19,1.49,5647.56
1285,95.5,industrial,6,8.18,2368.65
1286,67.4,central,1,2.07,3115.1
1287,76.8,green_zone,13,7.07,3060.94
1288,58.7,business,14,3.53,3889.94
1289,66.8,green_zone,4,8.4,1993.4
1290,54.2,residential,12,6.1,1627.11
1291,63.3,industrial,1,10.27,412.79
1292,81.9,suburb,2,15.57,1636.95
1293,62.6,residential,15,10.36,1061.98
1294,96.5,old_town,2,3.17,3258.58
1295,41.0,residential,12,8.4,1213.5
1296,117.5,suburb,12,12.7,2869.88
1297,75.7,green_zone,6,5.53,3825.11
1298,69.7,industrial,12,13.04,1008.55
